ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	SCAIDS	SCAID	SCALOOSEID	ALIGNMENT
876	smoke	ChuDongGua	ɗɔːk	ɗɔːk	ɗ ɔː k		1-56	1 7 1	AXN	TUK	3	3.T.C 3.U.V 3.K.c	2.0 1.5 0.8	ɗɔːk	0	53	1737	136	102	ɗ ɔː k - - - -
877	smoke	XiangZhaiTang	dak	dak	d a k	ruma1248	1-56	1 7 1	AXN	TAK	16	16.T.C 16.A.V 16.K.c	2.0 1.5 0.8	dak	0	53	1737	136	102	d a k - - - -
878	smoke	PongNuea	dak	dak	d a k		1-56	1 7 1	AXN	TAK	15	15.T.C 15.A.V 15.K.c	2.0 1.5 0.8	dak	0	53	1737	136	102	d a k - - - -
879	smoke	NyaungGone	dăk	dăk	d ă k		1-56	1 7 1	AXN	TAK	13	13.T.C 13.A.V 13.K.c	2.0 1.5 0.8	dăk	0	53	1737	136	102	d ă k - - - -
880	smoke	NoeLae	dăk	dăk	d ă k		1-56	1 7 1	AXN	TAK	12	12.T.C 12.A.V 12.K.c	2.0 1.5 0.8	dăk	0	53	1737	136	102	d ă k - - - -
881	smoke	BanPaw	dăk	dăk	d ă k		1-56	1 7 1	AXN	TAK	1	1.T.C 1.A.V 1.K.c	2.0 1.5 0.8	dăk	0	53	1737	136	102	d ă k - - - -
882	smoke	ChaYeQing	ɗak	ɗak	ɗ a k		1-56	1 7 1	AXN	TAK	2	2.T.C 2.A.V 2.K.c	2.0 1.5 0.8	ɗak	0	53	1737	136	102	ɗ a k - - - -
883	smoke	GuangKa	tak	tak	t a k	ruma1248	1-56	1 7 1	AXN	TAK	4	4.T.C 4.A.V 4.K.c	2.0 1.5 0.8	tak	0	53	1737	136	102	t a k - - - -
884	smoke	MangBang	tak	tak	t a k	ruma1248	1-56	1 7 1	AXN	TAK	7	7.T.C 7.A.V 7.K.c	2.0 1.5 0.8	tak	0	53	1737	136	102	t a k - - - -
885	smoke	NanSang	tak	tak	t a k	ruma1248	1-56	1 7 1	AXN	TAK	11	11.T.C 11.A.V 11.K.c	2.0 1.5 0.8	tak	0	53	1737	136	102	t a k - - - -
433	snake	NamHsan	haɲ	haɲ	h a ɲ		1-28	3 7 4	AXN	HAN	10	10.H.C 10.A.V 10.N.c	2.0 1.5 0.8	haɲ	0	22	1758	68	103	- - - h a ɲ
434	snake	KhunHawt	heɲ	heɲ	h e ɲ		1-28	3 7 4	AXN	HEN	6	6.H.C 6.E.V 6.N.c	2.0 1.5 0.8	heɲ	0	22	1758	68	103	- - - h e ɲ
435	snake	HtanHsan	heɲ	heɲ	h e ɲ		1-28	3 7 4	AXN	HEN	5	5.H.C 5.E.V 5.N.c	2.0 1.5 0.8	heɲ	0	22	1758	68	103	- - - h e ɲ
436	snake	PangKham	haɲ	haɲ	h a ɲ		1-28	3 7 4	AXN	HAN	14	14.H.C 14.A.V 14.N.c	2.0 1.5 0.8	haɲ	0	22	1758	68	103	- - - h a ɲ
437	snake	ManLoi	han	han	h a n		1-28	3 7 4	AXN	HAN	8	8.H.C 8.A.V 8.N.c	2.0 1.5 0.8	han	0	22	1758	68	103	- - - h a n
438	snake	MengDan	hɔn	hɔn	h ɔ n	khan1274	1-28	3 7 4	AXN	HUN	9	9.H.C 9.U.V 9.N.c	2.0 1.5 0.8	hɔn	0	22	1758	68	103	- - - h ɔ n
439	snake	ChuDongGua	hɔɲ	hɔɲ	h ɔ ɲ		1-28	3 7 4	AXN	HUN	3	3.H.C 3.U.V 3.N.c	2.0 1.5 0.8	hɔɲ	0	22	1758	68	103	- - - h ɔ ɲ
440	snake	XiangZhaiTang	haɲ	haɲ	h a ɲ	ruma1248	1-28	3 7 4	AXN	HAN	16	16.H.C 16.A.V 16.N.c	2.0 1.5 0.8	haɲ	0	22	1758	68	103	- - - h a ɲ
441	snake	PongNuea	mahaɲ	mahaɲ	m a + h a ɲ		1-28	4 7 9 3 7 4	AX_AXN	MA_HAN	15	15.M.C 15.A.V 15._._ 15.H.C 15.A.V 15.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ma+haɲ	0	22	1757 1758	69	103	m a + h a ɲ
442	snake	NyaungGone	han	han	h a n		1-28	3 7 4	AXN	HAN	13	13.H.C 13.A.V 13.N.c	2.0 1.5 0.8	han	0	22	1758	68	103	- - - h a n
443	snake	NoeLae	mahaɲ	mahaɲ	m a + h a ɲ		1-28	4 7 9 3 7 4	AX_AXN	MA_HAN	12	12.M.C 12.A.V 12._._ 12.H.C 12.A.V 12.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ma+haɲ	0	22	1757 1758	69	103	m a + h a ɲ
444	snake	BanPaw	mahăɲ	mahăɲ	m a + h ă ɲ		1-28	4 7 9 3 7 4	AX_AXN	MA_HAN	1	1.M.C 1.A.V 1._._ 1.H.C 1.A.V 1.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ma+hăɲ	0	22	1757 1758	69	103	m a + h ă ɲ
445	snake	ChaYeQing	han	han	h a n		1-28	3 7 4	AXN	HAN	2	2.H.C 2.A.V 2.N.c	2.0 1.5 0.8	han	0	22	1758	68	103	- - - h a n
446	snake	GuangKa	han	han	h a n	ruma1248	1-28	3 7 4	AXN	HAN	4	4.H.C 4.A.V 4.N.c	2.0 1.5 0.8	han	0	22	1758	68	103	- - - h a n
447	snake	MangBang	han	han	h a n	ruma1248	1-28	3 7 4	AXN	HAN	7	7.H.C 7.A.V 7.N.c	2.0 1.5 0.8	han	0	22	1758	68	103	- - - h a n
448	snake	NanSang	han	han	h a n	ruma1248	1-28	3 7 4	AXN	HAN	11	11.H.C 11.A.V 11.N.c	2.0 1.5 0.8	han	0	22	1758	68	103	- - - h a n
950	spit	NamHsan	bɛɁ	bɛɁ	b ɛ ʔ		1-61	1 7 1	AXN	PEH	10	10.P.C 10.E.V 10.H.c	2.0 1.5 0.8	bɛʔ	0	59	1777	144	104	b ɛ ʔ - - - -
951	spit	KhunHawt	baic	baic	b ai c		1-61	1 7 1	AXN	PAC	6	6.P.C 6.A.V 6.C.c	2.0 1.5 0.8	baic	0	59	1777	144	104	b ai c - - - -
952	spit	HtanHsan	baic	baic	b ai c		1-61	1 7 1	AXN	PAC	5	5.P.C 5.A.V 5.C.c	2.0 1.5 0.8	baic	0	59	1777	144	104	b ai c - - - -
953	spit	PangKham	paɁ	paɁ	p a ʔ		1-61	1 7 1	AXN	PAH	14	14.P.C 14.A.V 14.H.c	2.0 1.5 0.8	paʔ	0	59	1777	144	104	p a ʔ - - - -
954	spit	ManLoi	paiɁ ɓaiɁ	paiɁ ɓaiɁ	p ai ʔ + ɓ ai ʔ		1-61	1 7 1 9 1 7 1	AXN_AXN	PAH_PAH	8	8.P.C 8.A.V 8.H.c 8._._ 8.P.C 8.A.V 8.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	paiʔ+ɓaiʔ	0	59	1777 1778	145	104	p ai ʔ + ɓ ai ʔ
955	spit	MengDan	peʔ	peʔ	p e ʔ	khan1274	1-61	1 7 1	AXN	PEH	9	9.P.C 9.E.V 9.H.c	2.0 1.5 0.8	peʔ	0	59	1777	144	104	p e ʔ - - - -
956	spit	ChuDongGua	bɛ?	bɛ?	b ɛ ʔ		1-61	1 7 1	AXN	PEH	3	3.P.C 3.E.V 3.H.c	2.0 1.5 0.8	bɛʔ	0	59	1777	144	104	b ɛ ʔ - - - -
957	spit	XiangZhaiTang	pec	pec	p e c	ruma1248	1-61	1 7 1	AXN	PEC	16	16.P.C 16.E.V 16.C.c	2.0 1.5 0.8	pec	0	59	1777	144	104	p e c - - - -
958	spit	PongNuea	paic	paic	p ai c		1-61	1 7 1	AXN	PAC	15	15.P.C 15.A.V 15.C.c	2.0 1.5 0.8	paic	0	59	1777	144	104	p ai c - - - -
959	spit	NyaungGone	păt	păt	p ă t		1-61	1 7 1	AXN	PAT	13	13.P.C 13.A.V 13.T.c	2.0 1.5 0.8	păt	0	59	1777	144	104	p ă t - - - -
960	spit	NoeLae	păc	păc	p ă c		1-61	1 7 1	AXN	PAC	12	12.P.C 12.A.V 12.C.c	2.0 1.5 0.8	păc	0	59	1777	144	104	p ă c - - - -
961	spit	BanPaw	păt	păt	p ă t		1-61	1 7 1	AXN	PAT	1	1.P.C 1.A.V 1.T.c	2.0 1.5 0.8	păt	0	59	1777	144	104	p ă t - - - -
962	spit	ChaYeQing	bat	bat	b a t		1-61	1 7 1	AXN	PAT	2	2.P.C 2.A.V 2.T.c	2.0 1.5 0.8	bat	0	59	1777	144	104	b a t - - - -
963	spit	GuangKa	bat	bat	b a t	ruma1248	1-61	1 7 1	AXN	PAT	4	4.P.C 4.A.V 4.T.c	2.0 1.5 0.8	bat	1	59	1777	144	104	b a t - - - -
964	spit	MangBang	bat	bat	b a t	ruma1248	1-61	1 7 1	AXN	PAT	7	7.P.C 7.A.V 7.T.c	2.0 1.5 0.8	bat	0	59	1777	144	104	b a t - - - -
965	spit	NanSang	bat	bat	b a t	ruma1248	1-61	1 7 1	AXN	PAT	11	11.P.C 11.A.V 11.T.c	2.0 1.5 0.8	bat	1	59	1777	144	104	b a t - - - -
1093	stand	NamHsan	ʥәŋ	ʥәŋ	dʑ ə ŋ		1-70	2 7 4	AXN	CEN	10	10.C.C 10.E.V 10.N.c	2.0 1.5 0.8	dʑəŋ	1	69	1795	165	105	dʑ ə ŋ
1094	stand	KhunHawt	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70	2 7 4	AXN	CAN	6	6.C.C 6.A.V 6.N.c	2.0 1.5 0.8	dʑaŋ	0	69	1795	165	105	dʑ a ŋ
1095	stand	HtanHsan	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70	2 7 4	AXN	CAN	5	5.C.C 5.A.V 5.N.c	2.0 1.5 0.8	dʑaŋ	0	69	1795	165	105	dʑ a ŋ
1096	stand	PangKham	ʨaŋ	ʨaŋ	tɕ a ŋ		1-70	2 7 4	AXN	CAN	14	14.C.C 14.A.V 14.N.c	2.0 1.5 0.8	tɕaŋ	0	69	1795	165	105	tɕ a ŋ
1097	stand	ManLoi	ʨaŋ	ʨaŋ	tɕ a ŋ		1-70	2 7 4	AXN	CAN	8	8.C.C 8.A.V 8.N.c	2.0 1.5 0.8	tɕaŋ	0	69	1795	165	105	tɕ a ŋ
1098	stand	MengDan	ʨaŋ	ʨaŋ	tɕ a ŋ	khan1274	1-70	2 7 4	AXN	CAN	9	9.C.C 9.A.V 9.N.c	2.0 1.5 0.8	tɕaŋ	0	69	1795	165	105	tɕ a ŋ
1099	stand	ChuDongGua	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70	2 7 4	AXN	CAN	3	3.C.C 3.A.V 3.N.c	2.0 1.5 0.8	dʑaŋ	0	69	1795	165	105	dʑ a ŋ
1100	stand	XiangZhaiTang	ʨɔŋ	ʨɔŋ	tɕ ɔ ŋ	ruma1248	1-70	2 7 4	AXN	CUN	16	16.C.C 16.U.V 16.N.c	2.0 1.5 0.8	tɕɔŋ	0	69	1795	165	105	tɕ ɔ ŋ
1101	stand	PongNuea	ʨɔŋ	ʨɔŋ	tɕ ɔ ŋ		1-70	2 7 4	AXN	CUN	15	15.C.C 15.U.V 15.N.c	2.0 1.5 0.8	tɕɔŋ	0	69	1795	165	105	tɕ ɔ ŋ
1102	stand	NyaungGone	cɔk	cɔk	c ɔ k		1-70	1 7 1	AXN	CUK	13	13.C.C 13.U.V 13.K.c	2.0 1.5 0.8	cɔk	0	69	1795	165	105	c ɔ k
1103	stand	NoeLae	cɔŋ	cɔŋ	c ɔ ŋ		1-70	1 7 4	AXN	CUN	12	12.C.C 12.U.V 12.N.c	2.0 1.5 0.8	cɔŋ	0	69	1795	165	105	c ɔ ŋ
1104	stand	BanPaw	cɔŋ	cɔŋ	c ɔ ŋ		1-70	1 7 4	AXN	CUN	1	1.C.C 1.U.V 1.N.c	2.0 1.5 0.8	cɔŋ	0	69	1795	165	105	c ɔ ŋ
1105	stand	ChaYeQing	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70	2 7 4	AXN	CAN	2	2.C.C 2.A.V 2.N.c	2.0 1.5 0.8	dʑaŋ	0	69	1795	165	105	dʑ a ŋ
1106	stand	GuangKa	ʥɔŋ	ʥɔŋ	dʑ ɔ ŋ	ruma1248	1-70	2 7 4	AXN	CUN	4	4.C.C 4.U.V 4.N.c	2.0 1.5 0.8	dʑɔŋ	0	69	1795	165	105	dʑ ɔ ŋ
1107	stand	MangBang	ʥɔŋ	ʥɔŋ	dʑ ɔ ŋ	ruma1248	1-70	2 7 4	AXN	CUN	7	7.C.C 7.U.V 7.N.c	2.0 1.5 0.8	dʑɔŋ	0	69	1795	165	105	dʑ ɔ ŋ
1108	stand	NanSang	ʥɔŋ	ʥɔŋ	dʑ ɔ ŋ	ruma1248	1-70	2 7 4	AXN	CUN	11	11.C.C 11.U.V 11.N.c	2.0 1.5 0.8	dʑɔŋ	0	69	1795	165	105	dʑ ɔ ŋ
33	star	NamHsan	samɛŋ	samɛŋ	s a + m ɛ ŋ		1-3	3 7 9 4 7 4	AX_AXN	SA_MEN	10	10.S.C 10.A.V 10._._ 10.M.C 10.E.V 10.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+mɛŋ	0	24	1812 1813	7	106	s a + m ɛ ŋ
34	star	KhunHawt	sәmeɲ	sәmeɲ	s ə + m e ɲ		1-3	3 7 9 4 7 4	AX_AXN	SE_MEN	6	6.S.C 6.E.V 6._._ 6.M.C 6.E.V 6.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sə+meɲ	0	24	1812 1813	7	106	s ə + m e ɲ
35	star	HtanHsan	sameɲ	sameɲ	s a + m e ɲ		1-3	3 7 9 4 7 4	AX_AXN	SA_MEN	5	5.S.C 5.A.V 5._._ 5.M.C 5.E.V 5.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+meɲ	0	24	1812 1813	7	106	s a + m e ɲ
36	star	PangKham	plaːŋ	plaːŋ	p l aː ŋ		2-3	1 5 7 4	ACXN	PLAN	14	14.P.C 14.L.C 14.A.V 14.N.c	2.0 1.5 1.5 0.8	plaːŋ	0	116	1816	8	108	p l aː ŋ
37	star	ManLoi	plaːŋ	plaːŋ	p l aː ŋ		2-3	1 5 7 4	ACXN	PLAN	8	8.P.C 8.L.C 8.A.V 8.N.c	2.0 1.5 1.5 0.8	plaːŋ	0	116	1816	8	108	p l aː ŋ
38	star	MengDan	kəman	kəman	k ə + m a n	khan1274	3-3	1 7 9 4 7 4	AX_AXN	KE_MAN	9	9.K.C 9.E.V 9._._ 9.M.C 9.A.V 9.N.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+man	0	172	1814 1813	9	106	k ə + m a n
39	star	ChuDongGua	səmaɲ	səmaɲ	s ə + m a ɲ		1-3	3 7 9 4 7 4	AX_AXN	SE_MAN	3	3.S.C 3.E.V 3._._ 3.M.C 3.A.V 3.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sə+maɲ	0	24	1812 1813	7	106	s ə + m a ɲ
40	star	XiangZhaiTang	samɛɲ	samɛɲ	s a + m ɛ ɲ	ruma1248	1-3	3 7 9 4 7 4	AX_AXN	SA_MEN	16	16.S.C 16.A.V 16._._ 16.M.C 16.E.V 16.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+mɛɲ	0	24	1812 1813	7	106	s a + m ɛ ɲ
41	star	PongNuea	samaɲ	samaɲ	s a + m a ɲ		1-3	3 7 9 4 7 4	AX_AXN	SA_MAN	15	15.S.C 15.A.V 15._._ 15.M.C 15.A.V 15.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+maɲ	0	24	1812 1813	7	106	s a + m a ɲ
42	star	NyaungGone	samăn	samăn	s a + m ă n		1-3	3 7 9 4 7 4	AX_AXN	SA_MAN	13	13.S.C 13.A.V 13._._ 13.M.C 13.A.V 13.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+măn	0	24	1812 1813	7	106	s a + m ă n
43	star	NoeLae	samăɲ	samăɲ	s a + m ă ɲ		1-3	3 7 9 4 7 4	AX_AXN	SA_MAN	12	12.S.C 12.A.V 12._._ 12.M.C 12.A.V 12.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+măɲ	0	24	1812 1813	7	106	s a + m ă ɲ
44	star	BanPaw	samăn	samăn	s a + m ă n		1-3	3 7 9 4 7 4	AX_AXN	SA_MAN	1	1.S.C 1.A.V 1._._ 1.M.C 1.A.V 1.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+măn	0	24	1812 1813	7	106	s a + m ă n
45	star	ChaYeQing	khaman	khaman	kʰ a + m a n		3-3	1 7 9 4 7 4	AX_AXN	KA_MAN	2	2.K.C 2.A.V 2._._ 2.M.C 2.A.V 2.N.c	2.0 1.5 0.0 2.0 1.5 0.8	kʰa+man	0	172	1814 1813	9	106	kʰ a + m a n
46	star	GuangKa	laːw	laːw	l aː w	ruma1248	4-3	5 7 6	AXN	LAW	4	4.L.C 4.A.V 4.W.c	2.0 1.5 0.8	laːw	0	197	1815	10	107	l aː w
47	star	MangBang	laːw	laːw	l aː w	ruma1248	4-3	5 7 6	AXN	LAW	7	7.L.C 7.A.V 7.W.c	2.0 1.5 0.8	laːw	0	197	1815	10	107	l aː w
48	star	NanSang	laːw	laːw	l aː w	ruma1248	4-3	5 7 6	AXN	LAW	11	11.L.C 11.A.V 11.W.c	2.0 1.5 0.8	laːw	0	197	1815	10	107	l aː w
161	stone	NamHsan	moː	moː	m oː		1-11	4 7	AX	MU	10	10.M.C 10.U.V	2.0 1.5	moː	0	4	1840	29	109	m oː
162	stone	KhunHawt	moːw	moːw	m oː w		2-11	4 7 6	AXN	MUW	6	6.M.C 6.U.V 6.W.c	2.0 1.5 0.8	moːw	0	104	1840	29	109	m oː w
163	stone	HtanHsan	moːw	moːw	m oː w		2-11	4 7 6	AXN	MUW	5	5.M.C 5.U.V 5.W.c	2.0 1.5 0.8	moːw	0	104	1840	29	109	m oː w
164	stone	PangKham	maːw	maːw	m aː w		2-11	4 7 6	AXN	MAW	14	14.M.C 14.A.V 14.W.c	2.0 1.5 0.8	maːw	0	104	1840	29	109	m aː w
165	stone	ManLoi	maːw	maːw	m aː w		2-11	4 7 6	AXN	MAW	8	8.M.C 8.A.V 8.W.c	2.0 1.5 0.8	maːw	0	104	1840	29	109	m aː w
166	stone	MengDan	mɛːw	mɛːw	m ɛː w	khan1274	2-11	4 7 6	AXN	MEW	9	9.M.C 9.E.V 9.W.c	2.0 1.5 0.8	mɛːw	0	104	1840	29	109	m ɛː w
167	stone	ChuDongGua	maːw	maːw	m aː w		2-11	4 7 6	AXN	MAW	3	3.M.C 3.A.V 3.W.c	2.0 1.5 0.8	maːw	0	104	1840	29	109	m aː w
168	stone	XiangZhaiTang	maːw	maːw	m aː w	ruma1248	2-11	4 7 6	AXN	MAW	16	16.M.C 16.A.V 16.W.c	2.0 1.5 0.8	maːw	0	104	1840	29	109	m aː w
169	stone	PongNuea	maːw	maːw	m aː w		2-11	4 7 6	AXN	MAW	15	15.M.C 15.A.V 15.W.c	2.0 1.5 0.8	maːw	0	104	1840	29	109	m aː w
170	stone	NyaungGone	maw	maw	m a w		2-11	4 7 6	AXN	MAW	13	13.M.C 13.A.V 13.W.c	2.0 1.5 0.8	maw	0	104	1840	29	109	m a w
171	stone	NoeLae	maw	maw	m a w		2-11	4 7 6	AXN	MAW	12	12.M.C 12.A.V 12.W.c	2.0 1.5 0.8	maw	0	104	1840	29	109	m a w
172	stone	BanPaw	maw	maw	m a w		2-11	4 7 6	AXN	MAW	1	1.M.C 1.A.V 1.W.c	2.0 1.5 0.8	maw	0	104	1840	29	109	m a w
173	stone	ChaYeQing	maːw	maːw	m aː w		2-11	4 7 6	AXN	MAW	2	2.M.C 2.A.V 2.W.c	2.0 1.5 0.8	maːw	0	104	1840	29	109	m aː w
174	stone	GuangKa	maːw	maːw	m aː w	ruma1248	2-11	4 7 6	AXN	MAW	4	4.M.C 4.A.V 4.W.c	2.0 1.5 0.8	maːw	0	104	1840	29	109	m aː w
175	stone	MangBang	maːw	maːw	m aː w	ruma1248	2-11	4 7 6	AXN	MAW	7	7.M.C 7.A.V 7.W.c	2.0 1.5 0.8	maːw	0	104	1840	29	109	m aː w
176	stone	NanSang	maːw	maːw	m aː w	ruma1248	2-11	4 7 6	AXN	MAW	11	11.M.C 11.A.V 11.W.c	2.0 1.5 0.8	maːw	0	104	1840	29	109	m aː w
1	sun	NamHsan	saŋiː	saŋiː	s a + ŋ iː		1-1	3 7 9 4 7	AX_AX	SA_NI	10	10.S.C 10.A.V 10._._ 10.N.C 10.I.V	2.0 1.5 0.0 2.0 1.5	sa+ŋiː	0	1	1857 1858	1	110	s a + ŋ iː
2	sun	KhunHawt	saŋiː	saŋiː	s a + ŋ iː		1-1	3 7 9 4 7	AX_AX	SA_NI	6	6.S.C 6.A.V 6._._ 6.N.C 6.I.V	2.0 1.5 0.0 2.0 1.5	sa+ŋiː	0	1	1857 1858	1	110	s a + ŋ iː
3	sun	HtanHsan	saŋiː	saŋiː	s a + ŋ iː		1-1	3 7 9 4 7	AX_AX	SA_NI	5	5.S.C 5.A.V 5._._ 5.N.C 5.I.V	2.0 1.5 0.0 2.0 1.5	sa+ŋiː	0	1	1857 1858	1	110	s a + ŋ iː
4	sun	PangKham	saŋaj	saŋaj	s a + ŋ a j		2-1	3 7 9 4 7 6	AX_AXN	SA_NAJ	14	14.S.C 14.A.V 14._._ 14.N.C 14.A.V 14.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋaj	0	101	1857 1858	1	110	s a + ŋ a j
5	sun	ManLoi	saŋaj	saŋaj	s a + ŋ a j		2-1	3 7 9 4 7 6	AX_AXN	SA_NAJ	8	8.S.C 8.A.V 8._._ 8.N.C 8.A.V 8.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋaj	0	101	1857 1858	1	110	s a + ŋ a j
6	sun	MengDan	ŋəj	ŋəj	ŋ ə j	khan1274	2-1	4 7 6	AXN	NEJ	9	9.N.C 9.E.V 9.J.c	2.0 1.5 0.8	ŋəj	0	101	1858	2	110	- - - ŋ ə j
7	sun	ChuDongGua	səŋɔj	səŋɔj	s ə + ŋ ɔ j		2-1	3 7 9 4 7 6	AX_AXN	SE_NUJ	3	3.S.C 3.E.V 3._._ 3.N.C 3.U.V 3.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sə+ŋɔj	0	101	1857 1858	1	110	s ə + ŋ ɔ j
8	sun	XiangZhaiTang	saŋɛː	saŋɛː	s a + ŋ ɛː	ruma1248	1-1	3 7 9 4 7	AX_AX	SA_NE	16	16.S.C 16.A.V 16._._ 16.N.C 16.E.V	2.0 1.5 0.0 2.0 1.5	sa+ŋɛː	0	1	1857 1858	1	110	s a + ŋ ɛː
9	sun	PongNuea	saŋɛj	saŋɛj	s a + ŋ ɛ j		2-1	3 7 9 4 7 6	AX_AXN	SA_NEJ	15	15.S.C 15.A.V 15._._ 15.N.C 15.E.V 15.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋɛj	0	101	1857 1858	1	110	s a + ŋ ɛ j
10	sun	NyaungGone	saŋɛ	saŋɛ	s a + ŋ ɛ		1-1	3 7 9 4 7	AX_AX	SA_NE	13	13.S.C 13.A.V 13._._ 13.N.C 13.E.V	2.0 1.5 0.0 2.0 1.5	sa+ŋɛ	0	1	1857 1858	1	110	s a + ŋ ɛ
11	sun	NoeLae	saŋɛ	saŋɛ	s a + ŋ ɛ		1-1	3 7 9 4 7	AX_AX	SA_NE	12	12.S.C 12.A.V 12._._ 12.N.C 12.E.V	2.0 1.5 0.0 2.0 1.5	sa+ŋɛ	0	1	1857 1858	1	110	s a + ŋ ɛ
12	sun	BanPaw	saŋɛ	saŋɛ	s a + ŋ ɛ		1-1	3 7 9 4 7	AX_AX	SA_NE	1	1.S.C 1.A.V 1._._ 1.N.C 1.E.V	2.0 1.5 0.0 2.0 1.5	sa+ŋɛ	0	1	1857 1858	1	110	s a + ŋ ɛ
13	sun	ChaYeQing	khaŋaj	khaŋaj	kʰ a + ŋ a j		2-1	1 7 9 4 7 6	AX_AXN	KA_NAJ	2	2.K.C 2.A.V 2._._ 2.N.C 2.A.V 2.J.c	2.0 1.5 0.0 2.0 1.5 0.8	kʰa+ŋaj	0	101	1859 1858	3	110	kʰ a + ŋ a j
14	sun	GuangKa	saŋaj	saŋaj	s a + ŋ a j	ruma1248	2-1	3 7 9 4 7 6	AX_AXN	SA_NAJ	4	4.S.C 4.A.V 4._._ 4.N.C 4.A.V 4.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋaj	0	101	1857 1858	1	110	s a + ŋ a j
15	sun	MangBang	saŋaj	saŋaj	s a + ŋ a j	ruma1248	2-1	3 7 9 4 7 6	AX_AXN	SA_NAJ	7	7.S.C 7.A.V 7._._ 7.N.C 7.A.V 7.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋaj	0	101	1857 1858	1	110	s a + ŋ a j
16	sun	NanSang	saŋaj	saŋaj	s a + ŋ a j	ruma1248	2-1	3 7 9 4 7 6	AX_AXN	SA_NAJ	11	11.S.C 11.A.V 11._._ 11.N.C 11.A.V 11.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋaj	0	101	1857 1858	1	110	s a + ŋ a j
353	tail	NamHsan	saɗaː	saɗaː	s a + ɗ aː		1-23	3 7 9 1 7	AX_AX	SA_TA	10	10.S.C 10.A.V 10._._ 10.T.C 10.A.V	2.0 1.5 0.0 2.0 1.5	sa+ɗaː	0	17	1889 1890	54	111	s a + ɗ aː
354	tail	KhunHawt	saɗaː	saɗaː	s a + ɗ aː		1-23	3 7 9 1 7	AX_AX	SA_TA	6	6.S.C 6.A.V 6._._ 6.T.C 6.A.V	2.0 1.5 0.0 2.0 1.5	sa+ɗaː	0	17	1889 1890	54	111	s a + ɗ aː
355	tail	HtanHsan	saɗaː	saɗaː	s a + ɗ aː		1-23	3 7 9 1 7	AX_AX	SA_TA	5	5.S.C 5.A.V 5._._ 5.T.C 5.A.V	2.0 1.5 0.0 2.0 1.5	sa+ɗaː	0	17	1889 1890	54	111	s a + ɗ aː
356	tail	PangKham	saɗaː	saɗaː	s a + ɗ aː		1-23	3 7 9 1 7	AX_AX	SA_TA	14	14.S.C 14.A.V 14._._ 14.T.C 14.A.V	2.0 1.5 0.0 2.0 1.5	sa+ɗaː	0	17	1889 1890	54	111	s a + ɗ aː
357	tail	ManLoi	saɗɛː	saɗɛː	s a + ɗ ɛː		1-23	3 7 9 1 7	AX_AX	SA_TE	8	8.S.C 8.A.V 8._._ 8.T.C 8.E.V	2.0 1.5 0.0 2.0 1.5	sa+ɗɛː	0	17	1889 1890	54	111	s a + ɗ ɛː
358	tail	MengDan	kəɗɛː	kəɗɛː	k ə + ɗ ɛː	khan1274	1-23	1 7 9 1 7	AX_AX	KE_TE	9	9.K.C 9.E.V 9._._ 9.T.C 9.E.V	2.0 1.5 0.0 2.0 1.5	kə+ɗɛː	0	17	1891 1890	55	111	k ə + ɗ ɛː
359	tail	ChuDongGua	sadaː	sadaː	s a + d aː		1-23	3 7 9 1 7	AX_AX	SA_TA	3	3.S.C 3.A.V 3._._ 3.T.C 3.A.V	2.0 1.5 0.0 2.0 1.5	sa+daː	0	17	1889 1890	54	111	s a + d aː
