ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
1425	this	MangBang	Ɂaniː	Ɂaniː	ʔ a + n iː	ruma1248	3-90	1 7 9 4 7	AX_AX	HA_NI	7	7.H.C 7.A.V 7._._ 7.N.C 7.I.V	2.0 1.5 0.0 2.0 1.5	ʔa+niː	0	1923 1922	ʔ a - - + n iː -
1426	this	NanSang	Ɂani	Ɂani	ʔ a + n i	ruma1248	3-90	1 7 9 4 7	AX_AX	HA_NI	11	11.H.C 11.A.V 11._._ 11.N.C 11.I.V	2.0 1.5 0.0 2.0 1.5	ʔa+ni	0	1923 1922	ʔ a - - + n i -
1270	three	NamHsan	Ɂuaj	Ɂuaj	ʔ ua j		1-81	1 7 6	AXN	HYJ	10	10.H.C 10.Y.V 10.J.c	2.0 1.5 0.8	ʔuaj	0	1948	ʔ ua j
1271	three	KhunHawt	Ɂuaj	Ɂuaj	ʔ ua j		1-81	1 7 6	AXN	HYJ	6	6.H.C 6.Y.V 6.J.c	2.0 1.5 0.8	ʔuaj	0	1948	ʔ ua j
1272	three	HtanHsan	Ɂuaj	Ɂuaj	ʔ ua j		1-81	1 7 6	AXN	HYJ	5	5.H.C 5.Y.V 5.J.c	2.0 1.5 0.8	ʔuaj	0	1948	ʔ ua j
1273	three	PangKham	Ɂuaj	Ɂuaj	ʔ ua j		1-81	1 7 6	AXN	HYJ	14	14.H.C 14.Y.V 14.J.c	2.0 1.5 0.8	ʔuaj	0	1948	ʔ ua j
1274	three	ManLoi	Ɂuaj	Ɂuaj	ʔ ua j		1-81	1 7 6	AXN	HYJ	8	8.H.C 8.Y.V 8.J.c	2.0 1.5 0.8	ʔuaj	0	1948	ʔ ua j
1275	three	MengDan	ʔoj	ʔoj	ʔ o j	khan1274	2-81	1 7 6	AXN	HUJ	9	9.H.C 9.U.V 9.J.c	2.0 1.5 0.8	ʔoj	0	1948	ʔ o j
1276	three	ChuDongGua	Ɂoj	Ɂoj	ʔ o j		2-81	1 7 6	AXN	HUJ	3	3.H.C 3.U.V 3.J.c	2.0 1.5 0.8	ʔoj	0	1948	ʔ o j
1277	three	XiangZhaiTang	Ɂoːj	Ɂoːj	ʔ oː j	ruma1248	2-81	1 7 6	AXN	HUJ	16	16.H.C 16.U.V 16.J.c	2.0 1.5 0.8	ʔoːj	0	1948	ʔ oː j
1278	three	PongNuea	Ɂoːj	Ɂoːj	ʔ oː j		2-81	1 7 6	AXN	HUJ	15	15.H.C 15.U.V 15.J.c	2.0 1.5 0.8	ʔoːj	0	1948	ʔ oː j
1279	three	NyaungGone	ʔoj	ʔoj	ʔ o j		2-81	1 7 6	AXN	HUJ	13	13.H.C 13.U.V 13.J.c	2.0 1.5 0.8	ʔoj	0	1948	ʔ o j
1280	three	NoeLae	Ɂoj	Ɂoj	ʔ o j		2-81	1 7 6	AXN	HUJ	12	12.H.C 12.U.V 12.J.c	2.0 1.5 0.8	ʔoj	0	1948	ʔ o j
1281	three	BanPaw	Ɂoj	Ɂoj	ʔ o j		2-81	1 7 6	AXN	HUJ	1	1.H.C 1.U.V 1.J.c	2.0 1.5 0.8	ʔoj	0	1948	ʔ o j
1282	three	ChaYeQing	ʔoːj	ʔoːj	ʔ oː j		2-81	1 7 6	AXN	HUJ	2	2.H.C 2.U.V 2.J.c	2.0 1.5 0.8	ʔoːj	0	1948	ʔ oː j
1283	three	GuangKa	ʔoːj	ʔoːj	ʔ oː j	ruma1248	2-81	1 7 6	AXN	HUJ	4	4.H.C 4.U.V 4.J.c	2.0 1.5 0.8	ʔoːj	0	1948	ʔ oː j
1284	three	MangBang	ʔoːj	ʔoːj	ʔ oː j	ruma1248	2-81	1 7 6	AXN	HUJ	7	7.H.C 7.U.V 7.J.c	2.0 1.5 0.8	ʔoːj	0	1948	ʔ oː j
1285	three	NanSang	Ɂoj	Ɂoj	ʔ o j	ruma1248	2-81	1 7 6	AXN	HUJ	11	11.H.C 11.U.V 11.J.c	2.0 1.5 0.8	ʔoj	0	1948	ʔ o j
561	tongue	NamHsan	kәrɗaɁ	kәrɗaɁ	k ə r + ɗ a ʔ		1-36	1 7 5 9 1 7 1	AXN_AXN	KER_TAH	10	10.K.C 10.E.V 10.R.c 10._._ 10.T.C 10.A.V 10.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kər+ɗaʔ	0	1967 1966	k ə r + ɗ a ʔ
562	tongue	KhunHawt	kәrɗaɁ	kәrɗaɁ	k ə r + ɗ a ʔ		1-36	1 7 5 9 1 7 1	AXN_AXN	KER_TAH	6	6.K.C 6.E.V 6.R.c 6._._ 6.T.C 6.A.V 6.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kər+ɗaʔ	0	1967 1966	k ə r + ɗ a ʔ
563	tongue	HtanHsan	kәrɗaɁ	kәrɗaɁ	k ə r + ɗ a ʔ		1-36	1 7 5 9 1 7 1	AXN_AXN	KER_TAH	5	5.K.C 5.E.V 5.R.c 5._._ 5.T.C 5.A.V 5.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kər+ɗaʔ	0	1967 1966	k ə r + ɗ a ʔ
564	tongue	PangKham	kaɗaɁ	kaɗaɁ	k a + ɗ a ʔ		1-36	1 7 9 1 7 1	AX_AXN	KA_TAH	14	14.K.C 14.A.V 14._._ 14.T.C 14.A.V 14.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɗaʔ	0	1967 1966	k a - + ɗ a ʔ
565	tongue	ManLoi	kaɗaɁ	kaɗaɁ	k a + ɗ a ʔ		1-36	1 7 9 1 7 1	AX_AXN	KA_TAH	8	8.K.C 8.A.V 8._._ 8.T.C 8.A.V 8.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɗaʔ	0	1967 1966	k a - + ɗ a ʔ
566	tongue	MengDan	kədɛʔ	kədɛʔ	k ə + d ɛ ʔ	khan1274	1-36	1 7 9 1 7 1	AX_AXN	KE_TEH	9	9.K.C 9.E.V 9._._ 9.T.C 9.E.V 9.H.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+dɛʔ	0	1967 1966	k ə - + d ɛ ʔ
567	tongue	ChuDongGua	kaɗaʔ	kaɗaʔ	k a + ɗ a ʔ		1-36	1 7 9 1 7 1	AX_AXN	KA_TAH	3	3.K.C 3.A.V 3._._ 3.T.C 3.A.V 3.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɗaʔ	0	1967 1966	k a - + ɗ a ʔ
568	tongue	XiangZhaiTang	sɨdaʔ	sɨdaʔ	s ɨ + d a ʔ	ruma1248	1-36	3 7 9 1 7 1	AX_AXN	SI_TAH	16	16.S.C 16.I.V 16._._ 16.T.C 16.A.V 16.H.c	2.0 1.5 0.0 2.0 1.5 0.8	sɨ+daʔ	0	1965 1966	s ɨ + d a ʔ
569	tongue	PongNuea	sadaɁ	sadaɁ	s a + d a ʔ		1-36	3 7 9 1 7 1	AX_AXN	SA_TAH	15	15.S.C 15.A.V 15._._ 15.T.C 15.A.V 15.H.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+daʔ	0	1965 1966	s a + d a ʔ
570	tongue	NyaungGone	sadăʔ	sadăʔ	s a + d ă ʔ		1-36	3 7 9 1 7 1	AX_AXN	SA_TAH	13	13.S.C 13.A.V 13._._ 13.T.C 13.A.V 13.H.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+dăʔ	0	1965 1966	s a + d ă ʔ
571	tongue	NoeLae	sadăɁ	sadăɁ	s a + d ă ʔ		1-36	3 7 9 1 7 1	AX_AXN	SA_TAH	12	12.S.C 12.A.V 12._._ 12.T.C 12.A.V 12.H.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+dăʔ	0	1965 1966	s a + d ă ʔ
572	tongue	BanPaw	sɨdăʔ	sɨdăʔ	s ɨ + d ă ʔ		1-36	3 7 9 1 7 1	AX_AXN	SI_TAH	1	1.S.C 1.I.V 1._._ 1.T.C 1.A.V 1.H.c	2.0 1.5 0.0 2.0 1.5 0.8	sɨ+dăʔ	0	1965 1966	s ɨ + d ă ʔ
573	tongue	ChaYeQing	khadaʔ	khadaʔ	kʰ a + d a ʔ		1-36	1 7 9 1 7 1	AX_AXN	KA_TAH	2	2.K.C 2.A.V 2._._ 2.T.C 2.A.V 2.H.c	2.0 1.5 0.0 2.0 1.5 0.8	kʰa+daʔ	0	1967 1966	kʰ a - + d a ʔ
574	tongue	GuangKa	sataɁ	sataɁ	s a + t a ʔ	ruma1248	1-36	3 7 9 1 7 1	AX_AXN	SA_TAH	4	4.S.C 4.A.V 4._._ 4.T.C 4.A.V 4.H.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+taʔ	0	1965 1966	s a + t a ʔ
575	tongue	MangBang	sətaːɁ	sətaːɁ	s ə + t aː ʔ	ruma1248	1-36	3 7 9 1 7 1	AX_AXN	SE_TAH	7	7.S.C 7.E.V 7._._ 7.T.C 7.A.V 7.H.c	2.0 1.5 0.0 2.0 1.5 0.8	sə+taːʔ	0	1965 1966	s ə + t aː ʔ
576	tongue	NanSang	sataɁ	sataɁ	s a + t a ʔ	ruma1248	1-36	3 7 9 1 7 1	AX_AXN	SA_TAH	11	11.S.C 11.A.V 11._._ 11.T.C 11.A.V 11.H.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+taʔ	0	1965 1966	s a + t a ʔ
577	tooth	NamHsan	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1-37	5 7 4	AXN	RAN	10	10.R.C 10.A.V 10.N.c	2.0 1.5 0.8	r̥aːŋ	0	1998	r̥ aː ŋ
578	tooth	KhunHawt	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1-37	5 7 4	AXN	RAN	6	6.R.C 6.A.V 6.N.c	2.0 1.5 0.8	r̥aːŋ	0	1998	r̥ aː ŋ
579	tooth	HtanHsan	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1-37	5 7 4	AXN	RAN	5	5.R.C 5.A.V 5.N.c	2.0 1.5 0.8	r̥aːŋ	0	1998	r̥ aː ŋ
580	tooth	PangKham	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1-37	5 7 4	AXN	RAN	14	14.R.C 14.A.V 14.N.c	2.0 1.5 0.8	r̥aːŋ	0	1998	r̥ aː ŋ
581	tooth	ManLoi	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1-37	5 7 4	AXN	RAN	8	8.R.C 8.A.V 8.N.c	2.0 1.5 0.8	r̥aːŋ	0	1998	r̥ aː ŋ
582	tooth	MengDan	r̥ɛːŋ	r̥ɛːŋ	r̥ ɛː ŋ	khan1274	1-37	5 7 4	AXN	REN	9	9.R.C 9.E.V 9.N.c	2.0 1.5 0.8	r̥ɛːŋ	0	1998	r̥ ɛː ŋ
583	tooth	ChuDongGua	ʂaːŋ	ʂaːŋ	ʂ aː ŋ		1-37	3 7 4	AXN	SAN	3	3.S.C 3.A.V 3.N.c	2.0 1.5 0.8	ʂaːŋ	0	1998	ʂ aː ŋ
584	tooth	XiangZhaiTang	r̥aːŋ	r̥aːŋ	r̥ aː ŋ	ruma1248	1-37	5 7 4	AXN	RAN	16	16.R.C 16.A.V 16.N.c	2.0 1.5 0.8	r̥aːŋ	0	1998	r̥ aː ŋ
585	tooth	PongNuea	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1-37	5 7 4	AXN	RAN	15	15.R.C 15.A.V 15.N.c	2.0 1.5 0.8	r̥aːŋ	0	1998	r̥ aː ŋ
586	tooth	NyaungGone	r̥ak	r̥ak	r̥ a k		1-37	5 7 1	AXN	RAK	13	13.R.C 13.A.V 13.K.c	2.0 1.5 0.8	r̥ak	0	1998	r̥ a k
587	tooth	NoeLae	r̥aŋ	r̥aŋ	r̥ a ŋ		1-37	5 7 4	AXN	RAN	12	12.R.C 12.A.V 12.N.c	2.0 1.5 0.8	r̥aŋ	0	1998	r̥ a ŋ
588	tooth	BanPaw	r̥aŋ	r̥aŋ	r̥ a ŋ		1-37	5 7 4	AXN	RAN	1	1.R.C 1.A.V 1.N.c	2.0 1.5 0.8	r̥aŋ	0	1998	r̥ a ŋ
589	tooth	ChaYeQing	xaːŋ	xaːŋ	x aː ŋ		1-37	3 7 4	AXN	GAN	2	2.G.C 2.A.V 2.N.c	2.0 1.5 0.8	xaːŋ	0	1998	x aː ŋ
590	tooth	GuangKa	ᶊaːŋ	ᶊaːŋ	sʲ aː ŋ	ruma1248	1-37	3 7 4	AXN	SAN	4	4.S.C 4.A.V 4.N.c	2.0 1.5 0.8	sʲaːŋ	0	1998	sʲ aː ŋ
591	tooth	MangBang	xaːŋ	xaːŋ	x aː ŋ	ruma1248	1-37	3 7 4	AXN	GAN	7	7.G.C 7.A.V 7.N.c	2.0 1.5 0.8	xaːŋ	0	1998	x aː ŋ
592	tooth	NanSang	xaːŋ	xaːŋ	x aː ŋ	ruma1248	1-37	3 7 4	AXN	GAN	11	11.G.C 11.A.V 11.N.c	2.0 1.5 0.8	xaːŋ	0	1998	x aː ŋ
193	tree	NamHsan	ɗɨŋ heː	ɗɨŋ heː	ɗ ɨ ŋ + h eː		1-13	1 7 4 9 3 7	AXN_AX	TIN_HE	10	10.T.C 10.I.V 10.N.c 10._._ 10.H.C 10.E.V	2.0 1.5 0.8 0.0 2.0 1.5	ɗɨŋ+heː	0	2016 2015	ɗ ɨ ŋ + h eː -
194	tree	KhunHawt	ɗәŋ hej	ɗәŋ hej	ɗ ə ŋ + h e j		1-13	1 7 4 9 3 7 6	AXN_AXN	TEN_HEJ	6	6.T.C 6.E.V 6.N.c 6._._ 6.H.C 6.E.V 6.J.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ɗəŋ+hej	0	2016 2015	ɗ ə ŋ + h e j
195	tree	HtanHsan	ɗɨŋ hej	ɗɨŋ hej	ɗ ɨ ŋ + h e j		1-13	1 7 4 9 3 7 6	AXN_AXN	TIN_HEJ	5	5.T.C 5.I.V 5.N.c 5._._ 5.H.C 5.E.V 5.J.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ɗɨŋ+hej	0	2016 2015	ɗ ɨ ŋ + h e j
196	tree	PangKham	hej	hej	h e j		1-13	3 7 6	AXN	HEJ	14	14.H.C 14.E.V 14.J.c	2.0 1.5 0.8	hej	0	2015	h e j
197	tree	ManLoi	daŋ heː	daŋ heː	d a ŋ + h eː		1-13	1 7 4 9 3 7	AXN_AX	TAN_HE	8	8.T.C 8.A.V 8.N.c 8._._ 8.H.C 8.E.V	2.0 1.5 0.8 0.0 2.0 1.5	daŋ+heː	0	2016 2015	d a ŋ + h eː -
198	tree	MengDan	hi	hi	h i	khan1274	2-13	3 7	AX	HI	9	9.H.C 9.I.V	2.0 1.5	hi	0	2015	h i -
199	tree	ChuDongGua	hi	hi	h i		2-13	3 7	AX	HI	3	3.H.C 3.I.V	2.0 1.5	hi	0	2015	h i -
200	tree	XiangZhaiTang	daŋhej	daŋhej	d a ŋ + h e j	ruma1248	1-13	1 7 4 9 3 7 6	AXN_AXN	TAN_HEJ	16	16.T.C 16.A.V 16.N.c 16._._ 16.H.C 16.E.V 16.J.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	daŋ+hej	0	2016 2015	d a ŋ + h e j
201	tree	PongNuea	hej	hej	h e j		1-13	3 7 6	AXN	HEJ	15	15.H.C 15.E.V 15.J.c	2.0 1.5 0.8	hej	0	2015	h e j
202	tree	NyaungGone	he	he	h e		2-13	3 7	AX	HE	13	13.H.C 13.E.V	2.0 1.5	he	0	2015	h e -
203	tree	NoeLae	he	he	h e		2-13	3 7	AX	HE	12	12.H.C 12.E.V	2.0 1.5	he	0	2015	h e -
204	tree	BanPaw	he	he	h e		2-13	3 7	AX	HE	1	1.H.C 1.E.V	2.0 1.5	he	0	2015	h e -
205	tree	ChaYeQing	hɔːj	hɔːj	h ɔː j		3-13	3 7 6	AXN	HUJ	2	2.H.C 2.U.V 2.J.c	2.0 1.5 0.8	hɔːj	0	2015	h ɔː j
206	tree	GuangKa	taŋhɔːj	taŋhɔːj	t a ŋ + h ɔː j	ruma1248	3-13	1 7 4 9 3 7 6	AXN_AXN	TAN_HUJ	4	4.T.C 4.A.V 4.N.c 4._._ 4.H.C 4.U.V 4.J.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	taŋ+hɔːj	0	2016 2015	t a ŋ + h ɔː j
207	tree	MangBang	taŋhɔːj	taŋhɔːj	t a ŋ + h ɔː j	ruma1248	3-13	1 7 4 9 3 7 6	AXN_AXN	TAN_HUJ	7	7.T.C 7.A.V 7.N.c 7._._ 7.H.C 7.U.V 7.J.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	taŋ+hɔːj	0	2016 2015	t a ŋ + h ɔː j
208	tree	NanSang	taŋhɔj	taŋhɔj	t a ŋ + h ɔ j	ruma1248	3-13	1 7 4 9 3 7 6	AXN_AXN	TAN_HUJ	11	11.T.C 11.A.V 11.N.c 11._._ 11.H.C 11.U.V 11.J.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	taŋ+hɔj	0	2016 2015	t a ŋ + h ɔ j
1254	two	NamHsan	Ɂar	Ɂar	ʔ a r		1-80	1 7 5	AXN	HAR	10	10.H.C 10.A.V 10.R.c	2.0 1.5 0.8	ʔar	0	2040	ʔ a r
1255	two	KhunHawt	Ɂar	Ɂar	ʔ a r		1-80	1 7 5	AXN	HAR	6	6.H.C 6.A.V 6.R.c	2.0 1.5 0.8	ʔar	0	2040	ʔ a r
1256	two	HtanHsan	Ɂa:	Ɂa:	ʔ aː		2-80	1 7	AX	HA	5	5.H.C 5.A.V	2.0 1.5	ʔaː	0	2040	ʔ aː -
1257	two	PangKham	Ɂaː	Ɂaː	ʔ aː		2-80	1 7	AX	HA	14	14.H.C 14.A.V	2.0 1.5	ʔaː	0	2040	ʔ aː -
1258	two	ManLoi	Ɂɛː	Ɂɛː	ʔ ɛː		2-80	1 7	AX	HE	8	8.H.C 8.E.V	2.0 1.5	ʔɛː	0	2040	ʔ ɛː -
1259	two	MengDan	ʔɛː	ʔɛː	ʔ ɛː	khan1274	2-80	1 7	AX	HE	9	9.H.C 9.E.V	2.0 1.5	ʔɛː	0	2040	ʔ ɛː -
1260	two	ChuDongGua	Ɂaː	Ɂaː	ʔ aː		2-80	1 7	AX	HA	3	3.H.C 3.A.V	2.0 1.5	ʔaː	0	2040	ʔ aː -
1261	two	XiangZhaiTang	Ɂaː	Ɂaː	ʔ aː	ruma1248	2-80	1 7	AX	HA	16	16.H.C 16.A.V	2.0 1.5	ʔaː	0	2040	ʔ aː -
1262	two	PongNuea	Ɂaː	Ɂaː	ʔ aː		2-80	1 7	AX	HA	15	15.H.C 15.A.V	2.0 1.5	ʔaː	0	2040	ʔ aː -
1263	two	NyaungGone	haʔa	haʔa	h a + ʔ a		2-80	3 7 9 1 7	AX_AX	HA_HA	13	13.H.C 13.A.V 13._._ 13.H.C 13.A.V	2.0 1.5 0.0 2.0 1.5	ha+ʔa	0	2040 2041	h a - + ʔ a
1264	two	NoeLae	Ɂa	Ɂa	ʔ a		2-80	1 7	AX	HA	12	12.H.C 12.A.V	2.0 1.5	ʔa	0	2040	ʔ a -
1265	two	BanPaw	Ɂa	Ɂa	ʔ a		2-80	1 7	AX	HA	1	1.H.C 1.A.V	2.0 1.5	ʔa	0	2040	ʔ a -
1266	two	ChaYeQing	ʔeː	ʔeː	ʔ eː		2-80	1 7	AX	HE	2	2.H.C 2.E.V	2.0 1.5	ʔeː	0	2040	ʔ eː -
1267	two	GuangKa	ʔɛː	ʔɛː	ʔ ɛː	ruma1248	2-80	1 7	AX	HE	4	4.H.C 4.E.V	2.0 1.5	ʔɛː	0	2040	ʔ ɛː -
1268	two	MangBang	ʔɛː	ʔɛː	ʔ ɛː	ruma1248	2-80	1 7	AX	HE	7	7.H.C 7.E.V	2.0 1.5	ʔɛː	0	2040	ʔ ɛː -
1269	two	NanSang	Ɂaː	Ɂaː	ʔ aː	ruma1248	2-80	1 7	AX	HA	11	11.H.C 11.A.V	2.0 1.5	ʔaː	0	2040	ʔ aː -
129	water	NamHsan	ʔoːm	ʔoːm	ʔ oː m		1-9	1 7 4	AXN	HUM	10	10.H.C 10.U.V 10.M.c	2.0 1.5 0.8	ʔoːm	0	2058	ʔ oː m
130	water	KhunHawt	ʔoːm	ʔoːm	ʔ oː m		1-9	1 7 4	AXN	HUM	6	6.H.C 6.U.V 6.M.c	2.0 1.5 0.8	ʔoːm	0	2058	ʔ oː m
131	water	HtanHsan	ʔoːm	ʔoːm	ʔ oː m		1-9	1 7 4	AXN	HUM	5	5.H.C 5.U.V 5.M.c	2.0 1.5 0.8	ʔoːm	0	2058	ʔ oː m
132	water	PangKham	ʔoːm	ʔoːm	ʔ oː m		1-9	1 7 4	AXN	HUM	14	14.H.C 14.U.V 14.M.c	2.0 1.5 0.8	ʔoːm	0	2058	ʔ oː m
133	water	ManLoi	ʔoːm	ʔoːm	ʔ oː m		1-9	1 7 4	AXN	HUM	8	8.H.C 8.U.V 8.M.c	2.0 1.5 0.8	ʔoːm	0	2058	ʔ oː m
134	water	MengDan	ʔuːm	ʔuːm	ʔ uː m	khan1274	1-9	1 7 4	AXN	HYM	9	9.H.C 9.Y.V 9.M.c	2.0 1.5 0.8	ʔuːm	0	2058	ʔ uː m
135	water	ChuDongGua	ʔuːm	ʔuːm	ʔ uː m		1-9	1 7 4	AXN	HYM	3	3.H.C 3.Y.V 3.M.c	2.0 1.5 0.8	ʔuːm	0	2058	ʔ uː m
136	water	XiangZhaiTang	Ɂɨm	Ɂɨm	ʔ ɨ m	ruma1248	1-9	1 7 4	AXN	HIM	16	16.H.C 16.I.V 16.M.c	2.0 1.5 0.8	ʔɨm	0	2058	ʔ ɨ m
137	water	PongNuea	ʔɨm	ʔɨm	ʔ ɨ m		1-9	1 7 4	AXN	HIM	15	15.H.C 15.I.V 15.M.c	2.0 1.5 0.8	ʔɨm	0	2058	ʔ ɨ m
138	water	NyaungGone	ʔɨm	ʔɨm	ʔ ɨ m		1-9	1 7 4	AXN	HIM	13	13.H.C 13.I.V 13.M.c	2.0 1.5 0.8	ʔɨm	0	2058	ʔ ɨ m
139	water	NoeLae	ʔɨm	ʔɨm	ʔ ɨ m		1-9	1 7 4	AXN	HIM	12	12.H.C 12.I.V 12.M.c	2.0 1.5 0.8	ʔɨm	0	2058	ʔ ɨ m
140	water	BanPaw	Ɂɨm	Ɂɨm	ʔ ɨ m		1-9	1 7 4	AXN	HIM	1	1.H.C 1.I.V 1.M.c	2.0 1.5 0.8	ʔɨm	0	2058	ʔ ɨ m
141	water	ChaYeQing	ʔɛm	ʔɛm	ʔ ɛ m		1-9	1 7 4	AXN	HEM	2	2.H.C 2.E.V 2.M.c	2.0 1.5 0.8	ʔɛm	0	2058	ʔ ɛ m
142	water	GuangKa	ʔɛm	ʔɛm	ʔ ɛ m	ruma1248	1-9	1 7 4	AXN	HEM	4	4.H.C 4.E.V 4.M.c	2.0 1.5 0.8	ʔɛm	0	2058	ʔ ɛ m
143	water	MangBang	Ɂəm	Ɂəm	ʔ ə m	ruma1248	1-9	1 7 4	AXN	HEM	7	7.H.C 7.E.V 7.M.c	2.0 1.5 0.8	ʔəm	0	2058	ʔ ə m
144	water	NanSang	Ɂəm	Ɂəm	ʔ ə m	ruma1248	1-9	1 7 4	AXN	HEM	11	11.H.C 11.E.V 11.M.c	2.0 1.5 0.8	ʔəm	0	2058	ʔ ə m
1539	what?	NamHsan	sinmә haɁɨː	sinmә haɁɨː	s i n + m ə + h a + ʔ ɨː		1-98	3 7 4 9 4 7 9 3 7 9 1 7	AXN_AX_AX_AX	SIN_ME_HA_HI	10	10.S.C 10.I.V 10.N.c 10._._ 10.M.C 10.E.V 10._._ 10.H.C 10.A.V 10._._ 10.H.C 10.I.V	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5	sin+mə+ha+ʔɨː	0	2076 2075 2077 2078	s i n + - - m ə - + h a + ʔ ɨː
1540	what?	KhunHawt	simɔh	simɔh	s i + m ɔ h		1-98	3 7 9 4 7 3	AX_AXN	SI_MUH	6	6.S.C 6.I.V 6._._ 6.M.C 6.U.V 6.H.c	2.0 1.5 0.0 2.0 1.5 0.8	si+mɔh	0	2076 2075	s i - + - - m ɔ h
1541	what?	HtanHsan	sәnmәh	sәnmәh	s ə n + m ə h		1-98	3 7 4 9 4 7 3	AXN_AXN	SEN_MEH	5	5.S.C 5.E.V 5.N.c 5._._ 5.M.C 5.E.V 5.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	sən+məh	0	2076 2075	s ə n + - - m ə h
1542	what?	PangKham	simuh	simuh	s i + m u h		1-98	3 7 9 4 7 3	AX_AXN	SI_MYH	14	14.S.C 14.I.V 14._._ 14.M.C 14.Y.V 14.H.c	2.0 1.5 0.0 2.0 1.5 0.8	si+muh	0	2076 2075	s i - + - - m u h
1543	what?	ManLoi	simuh	simuh	s i + m u h		1-98	3 7 9 4 7 3	AX_AXN	SI_MYH	8	8.S.C 8.I.V 8._._ 8.M.C 8.Y.V 8.H.c	2.0 1.5 0.0 2.0 1.5 0.8	si+muh	0	2076 2075	s i - + - - m u h
1544	what?	MengDan	sinəmuh	sinəmuh	s i + n ə m u h	khan1274	1-98	3 7 9 4 7 4 7 3	AX_AXBYN	SI_NEMYH	9	9.S.C 9.I.V 9._._ 9.N.C 9.E.V 9.M.C 9.Y.V 9.H.c	2.0 1.5 0.0 2.0 1.5 1.75 1.3 0.8	si+nəmuh	0	2076 2075	s i - + n ə m u h
1545	what?	ChuDongGua	siːnmuh	siːnmuh	s iː n + m u h		1-98	3 7 4 9 4 7 3	AXN_AXN	SIN_MYH	3	3.S.C 3.I.V 3.N.c 3._._ 3.M.C 3.Y.V 3.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	siːn+muh	1	2076 2075	s iː n + - - m u h
1546	what?	XiangZhaiTang	masej	masej	m a + s e j	ruma1248	2-98	4 7 9 3 7 6	AX_AXN	MA_SEJ	16	16.M.C 16.A.V 16._._ 16.S.C 16.E.V 16.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ma+sej	0	2075 2076	- - m a - + s e j
1547	what?	PongNuea	masej	masej	m a + s e j		2-98	4 7 9 3 7 6	AX_AXN	MA_SEJ	15	15.M.C 15.A.V 15._._ 15.S.C 15.E.V 15.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ma+sej	0	2075 2076	- - m a - + s e j
1548	what?	NyaungGone	mase	mase	m a + s e		2-98	4 7 9 3 7	AX_AX	MA_SE	13	13.M.C 13.A.V 13._._ 13.S.C 13.E.V	2.0 1.5 0.0 2.0 1.5	ma+se	0	2075 2076	- - m a - + s e -
1549	what?	NoeLae	mase	mase	m a + s e		2-98	4 7 9 3 7	AX_AX	MA_SE	12	12.M.C 12.A.V 12._._ 12.S.C 12.E.V	2.0 1.5 0.0 2.0 1.5	ma+se	0	2075 2076	- - m a - + s e -
1550	what?	BanPaw	mase	mase	m a + s e		2-98	4 7 9 3 7	AX_AX	MA_SE	1	1.M.C 1.A.V 1._._ 1.S.C 1.E.V	2.0 1.5 0.0 2.0 1.5	ma+se	0	2075 2076	- - m a - + s e -
1551	what?	ChaYeQing	səmuh	səmuh	s ə + m u h		1-98	3 7 9 4 7 3	AX_AXN	SE_MYH	2	2.S.C 2.E.V 2._._ 2.M.C 2.Y.V 2.H.c	2.0 1.5 0.0 2.0 1.5 0.8	sə+muh	0	2076 2075	s ə - + - - m u h
