ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	CROSSIDS	STRUCTURE	PATTERNS
1232	kill	ChaYeQing	ŋɔh	ŋɔh	ŋ ɔ h		2-78	4 7 3	AXN	NUH	2	2.N.C 2.U.V 2.H.c	2.0 1.5 0.8	ŋɔh	0	938	ŋ ɔ h	938	c c c	164-6/ŋ 170-1/au 285-2/h
1233	kill	GuangKa	ŋai?	ŋai?	ŋ ai ʔ	ruma1248	3-78	4 7 1	AXN	NAH	4	4.N.C 4.A.V 4.H.c	2.0 1.5 0.8	ŋaiʔ	0	938	ŋ ai ʔ	938	c c c	164-6/ŋ 170-1/au 285-2/h
1234	kill	MangBang	ŋaj	ŋaj	ŋ a j	ruma1248	3-78	4 7 6	AXN	NAJ	7	7.N.C 7.A.V 7.J.c	2.0 1.5 0.8	ŋaj	1	938	ŋ a j	938	c c c	164-6/ŋ 170-1/au 285-2/h
1235	kill	NanSang	ŋai	ŋai	ŋ a j	ruma1248	3-78	4 7 6	AXN	NAJ	11	11.N.C 11.A.V 11.J.c	2.0 1.5 0.8	ŋaj	0	938	ŋ a j	938	c c c	164-6/ŋ 170-1/au 285-2/h
998	know	NamHsan	nap	nap	n a p		1-64	4 7 1	AXN	NAP	10	10.N.C 10.A.V 10.P.c	2.0 1.5 0.8	nap	0	955	n a p	955	c c c	151-10/n 57-1/ă 189-2/p
999	know	KhunHawt	nap	nap	n a p		1-64	4 7 1	AXN	NAP	6	6.N.C 6.A.V 6.P.c	2.0 1.5 0.8	nap	0	955	n a p	955	c c c	151-10/n 57-1/ă 189-2/p
1000	know	HtanHsan	nap	nap	n a p		1-64	4 7 1	AXN	NAP	5	5.N.C 5.A.V 5.P.c	2.0 1.5 0.8	nap	0	955	n a p	955	c c c	151-10/n 57-1/ă 189-2/p
1001	know	PangKham	nap	nap	n a p		1-64	4 7 1	AXN	NAP	14	14.N.C 14.A.V 14.P.c	2.0 1.5 0.8	nap	0	955	n a p	955	c c c	151-10/n 57-1/ă 189-2/p
1002	know	ManLoi	naɁ	naɁ	n a ʔ		1-64	4 7 1	AXN	NAH	8	8.N.C 8.A.V 8.H.c	2.0 1.5 0.8	naʔ	0	955	n a ʔ	955	c c c	151-10/n 57-1/ă 189-2/p
1003	know	MengDan	nap	nap	n a p	khan1274	1-64	4 7 1	AXN	NAP	9	9.N.C 9.A.V 9.P.c	2.0 1.5 0.8	nap	0	955	n a p	955	c c c	151-10/n 57-1/ă 189-2/p
1004	know	ChuDongGua	nap	nap	n a p		1-64	4 7 1	AXN	NAP	3	3.N.C 3.A.V 3.P.c	2.0 1.5 0.8	nap	0	955	n a p	955	c c c	151-10/n 57-1/ă 189-2/p
1005	know	XiangZhaiTang	nap	nap	n a p	ruma1248	1-64	4 7 1	AXN	NAP	16	16.N.C 16.A.V 16.P.c	2.0 1.5 0.8	nap	0	955	n a p	955	c c c	151-10/n 57-1/ă 189-2/p
1006	know	PongNuea	nap	nap	n a p		1-64	4 7 1	AXN	NAP	15	15.N.C 15.A.V 15.P.c	2.0 1.5 0.8	nap	0	955	n a p	955	c c c	151-10/n 57-1/ă 189-2/p
1007	know	NyaungGone	năp	năp	n ă p		1-64	4 7 1	AXN	NAP	13	13.N.C 13.A.V 13.P.c	2.0 1.5 0.8	năp	0	955	n ă p	955	c c c	151-10/n 57-1/ă 189-2/p
1008	know	NoeLae	năp	năp	n ă p		1-64	4 7 1	AXN	NAP	12	12.N.C 12.A.V 12.P.c	2.0 1.5 0.8	năp	0	955	n ă p	955	c c c	151-10/n 57-1/ă 189-2/p
1009	know	BanPaw	năp	năp	n ă p		1-64	4 7 1	AXN	NAP	1	1.N.C 1.A.V 1.P.c	2.0 1.5 0.8	năp	0	955	n ă p	955	c c c	151-10/n 57-1/ă 189-2/p
1010	know	ChaYeQing	nɔʔ	nɔʔ	n ɔ ʔ		2-64	4 7 1	AXN	NUH	2	2.N.C 2.U.V 2.H.c	2.0 1.5 0.8	nɔʔ	0	955	n ɔ ʔ	955	c c c	151-10/n 57-1/ă 189-2/p
1011	know	GuangKa	nɔːʔ	nɔːʔ	n ɔː ʔ	ruma1248	2-64	4 7 1	AXN	NUH	4	4.N.C 4.U.V 4.H.c	2.0 1.5 0.8	nɔːʔ	0	955	n ɔː ʔ	955	c c c	151-10/n 57-1/ă 189-2/p
1012	know	MangBang	nɔːʔ	nɔːʔ	n ɔː ʔ	ruma1248	2-64	4 7 1	AXN	NUH	7	7.N.C 7.U.V 7.H.c	2.0 1.5 0.8	nɔːʔ	0	955	n ɔː ʔ	955	c c c	151-10/n 57-1/ă 189-2/p
1013	know	NanSang	naː	naː	n aː	ruma1248	2-64	4 7	AX	NA	11	11.N.C 11.A.V	2.0 1.5	naː	0	955	n aː -	955	c c	151-10/n 57-1/ă 189-2/p
982	laugh	NamHsan	jum	jum	j u m		1-63	6 7 4	AXN	JYM	10	10.J.C 10.Y.V 10.M.c	2.0 1.5 0.8	jum	0	975	j u m	975	c c c	0/n 0/n 0/n
983	laugh	KhunHawt	ʥum	ʥum	dʑ u m		1-63	2 7 4	AXN	CYM	6	6.C.C 6.Y.V 6.M.c	2.0 1.5 0.8	dʑum	0	974	dʑ u m	974	c c c	0/n 0/n 0/n
984	laugh	HtanHsan	ʥum	ʥum	dʑ u m		1-63	2 7 4	AXN	CYM	5	5.C.C 5.Y.V 5.M.c	2.0 1.5 0.8	dʑum	0	974	dʑ u m	974	c c c	0/n 0/n 0/n
985	laugh	PangKham	kanɲah	kanɲah	k a n + ɲ a h		2-63	1 7 4 9 4 7 3	AXN_AXN	KAN_NAH	14	14.K.C 14.A.V 14.N.c 14._._ 14.N.C 14.A.V 14.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kan+ɲah	0	973 972	k a n + - - ɲ - a - h	826 972	c c c + c c c	222-5/k 233-1/Ø 234-1/Ø + 171-1/k 286-2/a 172-1/ɲ 173-1/- 245-3/a 174-1/- 2-13/h
986	laugh	ManLoi	kaɲah	kaɲah	k a + ɲ a h		2-63	1 7 9 4 7 3	AX_AXN	KA_NAH	8	8.K.C 8.A.V 8._._ 8.N.C 8.A.V 8.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɲah	0	973 972	k a - + - - ɲ - a - h	826 972	c c + c c c	222-5/k 233-1/Ø 234-1/Ø + 171-1/k 286-2/a 172-1/ɲ 173-1/- 245-3/a 174-1/- 2-13/h
987	laugh	MengDan	kaŋiah	kaŋiah	k a + ŋ i a h	khan1274	2-63	1 7 9 4 7 7 3	AX_AXYN	KA_NIAH	9	9.K.C 9.A.V 9._._ 9.N.C 9.I.V 9.A.V 9.H.c	2.0 1.5 0.0 2.0 1.5 1.3 0.8	ka+ŋiah	0	973 972	k a - + - - ŋ i a - h	826 972	c c + c c c c	222-5/k 233-1/Ø 234-1/Ø + 171-1/k 286-2/a 172-1/ɲ 173-1/- 245-3/a 174-1/- 2-13/h
988	laugh	ChuDongGua	kəɲajh	kəɲajh	k ə + ɲ a j h		2-63	1 7 9 4 7 6 3	AX_AXLN	KE_NAJH	3	3.K.C 3.E.V 3._._ 3.N.C 3.A.V 3.J.c 3.H.c	2.0 1.5 0.0 2.0 1.5 1.1 0.8	kə+ɲajh	0	973 972	k ə - + - - ɲ - a j h	826 972	c c + c c c c	222-5/k 233-1/Ø 234-1/Ø + 171-1/k 286-2/a 172-1/ɲ 173-1/- 245-3/a 174-1/- 2-13/h
989	laugh	XiangZhaiTang	kaɲah	kaɲah	k a + ɲ a h	ruma1248	2-63	1 7 9 4 7 3	AX_AXN	KA_NAH	16	16.K.C 16.A.V 16._._ 16.N.C 16.A.V 16.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɲah	0	973 972	k a - + - - ɲ - a - h	826 972	c c + c c c	222-5/k 233-1/Ø 234-1/Ø + 171-1/k 286-2/a 172-1/ɲ 173-1/- 245-3/a 174-1/- 2-13/h
990	laugh	PongNuea	kaɲah	kaɲah	k a + ɲ a h		2-63	1 7 9 4 7 3	AX_AXN	KA_NAH	15	15.K.C 15.A.V 15._._ 15.N.C 15.A.V 15.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɲah	0	973 972	k a - + - - ɲ - a - h	826 972	c c + c c c	222-5/k 233-1/Ø 234-1/Ø + 171-1/k 286-2/a 172-1/ɲ 173-1/- 245-3/a 174-1/- 2-13/h
991	laugh	NyaungGone	kaɲăh	kaɲăh	k a ɲ a h		2-63	1 7 4 7 3	AXBYN	KANAH	13	13.K.C 13.A.V 13.N.C 13.A.V 13.H.c	2.0 1.5 1.75 1.3 0.8	kaɲah	0	972	k a ɲ - a - h	972	c c c c c	171-1/k 286-2/a 172-1/ɲ 173-1/- 245-3/a 174-1/- 2-13/h
992	laugh	NoeLae	kaɲăh	kaɲăh	k a ɲ a h		2-63	1 7 4 7 3	AXBYN	KANAH	12	12.K.C 12.A.V 12.N.C 12.A.V 12.H.c	2.0 1.5 1.75 1.3 0.8	kaɲah	0	972	k a ɲ - a - h	972	c c c c c	171-1/k 286-2/a 172-1/ɲ 173-1/- 245-3/a 174-1/- 2-13/h
993	laugh	BanPaw	kaɲăh	kaɲăh	k a ɲ a h		2-63	1 7 4 7 3	AXBYN	KANAH	1	1.K.C 1.A.V 1.N.C 1.A.V 1.H.c	2.0 1.5 1.75 1.3 0.8	kaɲah	0	972	k a ɲ - a - h	972	c c c c c	171-1/k 286-2/a 172-1/ɲ 173-1/- 245-3/a 174-1/- 2-13/h
994	laugh	ChaYeQing	kəɲah	kəɲah	k ə + ɲ a h		2-63	1 7 9 4 7 3	AX_AXN	KE_NAH	2	2.K.C 2.E.V 2._._ 2.N.C 2.A.V 2.H.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+ɲah	0	973 972	k ə - + - - ɲ - a - h	826 972	c c + c c c	222-5/k 233-1/Ø 234-1/Ø + 171-1/k 286-2/a 172-1/ɲ 173-1/- 245-3/a 174-1/- 2-13/h
995	laugh	GuangKa	kəɲah	kəɲah	k ə + ɲ a h	ruma1248	2-63	1 7 9 4 7 3	AX_AXN	KE_NAH	4	4.K.C 4.E.V 4._._ 4.N.C 4.A.V 4.H.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+ɲah	0	973 972	k ə - + - - ɲ - a - h	826 972	c c + c c c	222-5/k 233-1/Ø 234-1/Ø + 171-1/k 286-2/a 172-1/ɲ 173-1/- 245-3/a 174-1/- 2-13/h
996	laugh	MangBang	kəɲah	kəɲah	k ə + ɲ a h	ruma1248	2-63	1 7 9 4 7 3	AX_AXN	KE_NAH	7	7.K.C 7.E.V 7._._ 7.N.C 7.A.V 7.H.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+ɲah	0	973 972	k ə - + - - ɲ - a - h	826 972	c c + c c c	222-5/k 233-1/Ø 234-1/Ø + 171-1/k 286-2/a 172-1/ɲ 173-1/- 245-3/a 174-1/- 2-13/h
997	laugh	NanSang	kaɲah	kaɲah	k a + ɲ a h	ruma1248	2-63	1 7 9 4 7 3	AX_AXN	KA_NAH	11	11.K.C 11.A.V 11._._ 11.N.C 11.A.V 11.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɲah	0	973 972	k a - + - - ɲ - a - h	826 972	c c + c c c	222-5/k 233-1/Ø 234-1/Ø + 171-1/k 286-2/a 172-1/ɲ 173-1/- 245-3/a 174-1/- 2-13/h
225	leaf	NamHsan	l̥a:	l̥a:	l̥ aː		1-15	5 7	AX	LA	10	10.L.C 10.A.V	2.0 1.5	l̥aː	0	999	l̥ aː	999	c c	58-1/l̥ 3-3/a
226	leaf	KhunHawt	l̥aː heːj	l̥aː heːj	l̥ aː + h eː j		1-15	5 7 9 3 7 6	AX_AXN	LA_HEJ	6	6.L.C 6.A.V 6._._ 6.H.C 6.E.V 6.J.c	2.0 1.5 0.0 2.0 1.5 0.8	l̥aː+heːj	0	999 1000	l̥ aː + h eː j	999 1000	c c + c c c	58-1/l̥ 3-3/a + 2-13/h 329-1/Ø 269-3/-
227	leaf	HtanHsan	l̥aː	l̥aː	l̥ aː		1-15	5 7	AX	LA	5	5.L.C 5.A.V	2.0 1.5	l̥aː	0	999	l̥ aː	999	c c	58-1/l̥ 3-3/a
228	leaf	PangKham	l̥aː	l̥aː	l̥ aː		1-15	5 7	AX	LA	14	14.L.C 14.A.V	2.0 1.5	l̥aː	0	999	l̥ aː	999	c c	58-1/l̥ 3-3/a
229	leaf	ManLoi	l̥ɛː	l̥ɛː	l̥ ɛː		1-15	5 7	AX	LE	8	8.L.C 8.E.V	2.0 1.5	l̥ɛː	0	999	l̥ ɛː	999	c c	58-1/l̥ 3-3/a
230	leaf	MengDan	l̥ɛː hi	l̥ɛː hi	l̥ ɛː + h i	khan1274	1-15	5 7 9 3 7	AX_AX	LE_HI	9	9.L.C 9.E.V 9._._ 9.H.C 9.I.V	2.0 1.5 0.0 2.0 1.5	l̥ɛː+hi	0	999 1000	l̥ ɛː + h i -	999 1000	c c + c c	58-1/l̥ 3-3/a + 2-13/h 329-1/Ø 269-3/-
231	leaf	ChuDongGua	l̥aː hiː	l̥aː hiː	l̥ aː + h iː		1-15	5 7 9 3 7	AX_AX	LA_HI	3	3.L.C 3.A.V 3._._ 3.H.C 3.I.V	2.0 1.5 0.0 2.0 1.5	l̥aː+hiː	0	999 1000	l̥ aː + h iː -	999 1000	c c + c c	58-1/l̥ 3-3/a + 2-13/h 329-1/Ø 269-3/-
232	leaf	XiangZhaiTang	l̥aː	l̥aː	l̥ aː	ruma1248	1-15	5 7	AX	LA	16	16.L.C 16.A.V	2.0 1.5	l̥aː	0	999	l̥ aː	999	c c	58-1/l̥ 3-3/a
233	leaf	PongNuea	l̥ɛa	l̥ɛa	l̥ ɛa		1-15	5 7	AX	LE	15	15.L.C 15.E.V	2.0 1.5	l̥ɛa	0	999	l̥ ɛa	999	c c	58-1/l̥ 3-3/a
234	leaf	NyaungGone	l̥a	l̥a	l̥ a		1-15	5 7	AX	LA	13	13.L.C 13.A.V	2.0 1.5	l̥a	0	999	l̥ a	999	c c	58-1/l̥ 3-3/a
235	leaf	NoeLae	l̥a	l̥a	l̥ a		1-15	5 7	AX	LA	12	12.L.C 12.A.V	2.0 1.5	l̥a	0	999	l̥ a	999	c c	58-1/l̥ 3-3/a
236	leaf	BanPaw	l̥a	l̥a	l̥ a		1-15	5 7	AX	LA	1	1.L.C 1.A.V	2.0 1.5	l̥a	0	999	l̥ a	999	c c	58-1/l̥ 3-3/a
237	leaf	ChaYeQing	l̥aː	l̥aː	l̥ aː		1-15	5 7	AX	LA	2	2.L.C 2.A.V	2.0 1.5	l̥aː	0	999	l̥ aː	999	c c	58-1/l̥ 3-3/a
238	leaf	GuangKa	l̥aː hɔːj	l̥aː hɔːj	l̥ aː + h ɔː j	ruma1248	1-15	5 7 9 3 7 6	AX_AXN	LA_HUJ	4	4.L.C 4.A.V 4._._ 4.H.C 4.U.V 4.J.c	2.0 1.5 0.0 2.0 1.5 0.8	l̥aː+hɔːj	0	999 1000	l̥ aː + h ɔː j	999 1000	c c + c c c	58-1/l̥ 3-3/a + 2-13/h 329-1/Ø 269-3/-
239	leaf	MangBang	l̥aː hɔːj	l̥aː hɔːj	l̥ aː + h ɔː j	ruma1248	1-15	5 7 9 3 7 6	AX_AXN	LA_HUJ	7	7.L.C 7.A.V 7._._ 7.H.C 7.U.V 7.J.c	2.0 1.5 0.0 2.0 1.5 0.8	l̥aː+hɔːj	0	999 1000	l̥ aː + h ɔː j	999 1000	c c + c c c	58-1/l̥ 3-3/a + 2-13/h 329-1/Ø 269-3/-
240	leaf	NanSang	l̥aː	l̥aː	l̥ aː	ruma1248	1-15	5 7	AX	LA	11	11.L.C 11.A.V	2.0 1.5	l̥aː	0	999	l̥ aː	999	c c	58-1/l̥ 3-3/a
1363	left side	NamHsan	khɔn Ɂiveː	khɔn Ɂiveː	kʰ ɔ n + ʔ i v eː		1-87	1 7 4 9 1 7 3 7	AXN_AXBZ	KUN_HIBE	10	10.K.C 10.U.V 10.N.c 10._._ 10.H.C 10.I.V 10.B.C 10.E.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	kʰɔn+ʔiveː	0	1024 1023	kʰ ɔ n + ʔ i v eː	1024 1023	c c c + c c c c	263-2/kʰ 287-2/u 151-10/n + 4-20/ʔ 212-1/Ø 213-1/Ø 214-1/Ø
1364	left side	KhunHawt	khɔnkanap	khɔnkanap	kʰ ɔ n + k a n a p		2-87	1 7 4 9 1 7 4 7 1	AXN_AXBYN	KUN_KANAP	6	6.K.C 6.U.V 6.N.c 6._._ 6.K.C 6.A.V 6.N.C 6.A.V 6.P.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	kʰɔn+kanap	0	1024 1021	kʰ ɔ n + k a n a p	1024 1021	c c c + c c c c c	263-2/kʰ 287-2/u 151-10/n + 246-2/- 270-3/- 151-10/n 265-4/a 349-3/-
1365	left side	HtanHsan	khɔnkanap	khɔnkanap	kʰ ɔ n + k a n a p		2-87	1 7 4 9 1 7 4 7 1	AXN_AXBYN	KUN_KANAP	5	5.K.C 5.U.V 5.N.c 5._._ 5.K.C 5.A.V 5.N.C 5.A.V 5.P.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	kʰɔn+kanap	0	1024 1021	kʰ ɔ n + k a n a p	1024 1021	c c c + c c c c c	263-2/kʰ 287-2/u 151-10/n + 246-2/- 270-3/- 151-10/n 265-4/a 349-3/-
1366	left side	PangKham	ʔakaʔ	ʔakaʔ	ʔ a + k a ʔ		3-87	1 7 9 1 7 1	AX_AXN	HA_KAH	14	14.H.C 14.A.V 14._._ 14.K.C 14.A.V 14.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+kaʔ	0	1023 1022	ʔ a - - + k a ʔ	1023 1022	c c + c c c	4-20/ʔ 212-1/Ø 213-1/Ø 214-1/Ø + 175-1/g 284-2/ă 4-20/ʔ
1367	left side	ManLoi	ʔaɡaʔ	ʔaɡaʔ	ʔ a + g a ʔ		3-87	1 7 9 1 7 1	AX_AXN	HA_KAH	8	8.H.C 8.A.V 8._._ 8.K.C 8.A.V 8.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+gaʔ	0	1023 1022	ʔ a - - + g a ʔ	1023 1022	c c + c c c	4-20/ʔ 212-1/Ø 213-1/Ø 214-1/Ø + 175-1/g 284-2/ă 4-20/ʔ
1368	left side	MengDan	ʔakɛʔ	ʔakɛʔ	ʔ a + k ɛ ʔ	khan1274	3-87	1 7 9 1 7 1	AX_AXN	HA_KEH	9	9.H.C 9.A.V 9._._ 9.K.C 9.E.V 9.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+kɛʔ	0	1023 1022	ʔ a - - + k ɛ ʔ	1023 1022	c c + c c c	4-20/ʔ 212-1/Ø 213-1/Ø 214-1/Ø + 175-1/g 284-2/ă 4-20/ʔ
1369	left side	ChuDongGua	?aka?	?aka?	ʔ a + k a ʔ		3-87	1 7 9 1 7 1	AX_AXN	HA_KAH	3	3.H.C 3.A.V 3._._ 3.K.C 3.A.V 3.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+kaʔ	0	1023 1022	ʔ a - - + k a ʔ	1023 1022	c c + c c c	4-20/ʔ 212-1/Ø 213-1/Ø 214-1/Ø + 175-1/g 284-2/ă 4-20/ʔ
1370	left side	XiangZhaiTang	naɡaɁ	naɡaɁ	n a + g a ʔ	ruma1248	4-87	4 7 9 1 7 1	AX_AXN	NA_KAH	16	16.N.C 16.A.V 16._._ 16.K.C 16.A.V 16.H.c	2.0 1.5 0.0 2.0 1.5 0.8	na+gaʔ	0	1021 1022	- - n a - + g a ʔ	1021 1022	c c + c c c	246-2/- 270-3/- 151-10/n 265-4/a 349-3/- + 175-1/g 284-2/ă 4-20/ʔ
1371	left side	PongNuea	ʔaɡaɁ	ʔaɡaɁ	ʔ a + g a ʔ		3-87	1 7 9 1 7 1	AX_AXN	HA_KAH	15	15.H.C 15.A.V 15._._ 15.K.C 15.A.V 15.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+gaʔ	0	1023 1022	ʔ a - - + g a ʔ	1023 1022	c c + c c c	4-20/ʔ 212-1/Ø 213-1/Ø 214-1/Ø + 175-1/g 284-2/ă 4-20/ʔ
1372	left side	NyaungGone	ʔaɡăʔ	ʔaɡăʔ	ʔ a + g ă ʔ		3-87	1 7 9 1 7 1	AX_AXN	HA_KAH	13	13.H.C 13.A.V 13._._ 13.K.C 13.A.V 13.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+găʔ	0	1023 1022	ʔ a - - + g ă ʔ	1023 1022	c c + c c c	4-20/ʔ 212-1/Ø 213-1/Ø 214-1/Ø + 175-1/g 284-2/ă 4-20/ʔ
1373	left side	NoeLae	ɁaɡăɁ	ɁaɡăɁ	ʔ a + g ă ʔ		3-87	1 7 9 1 7 1	AX_AXN	HA_KAH	12	12.H.C 12.A.V 12._._ 12.K.C 12.A.V 12.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+găʔ	0	1023 1022	ʔ a - - + g ă ʔ	1023 1022	c c + c c c	4-20/ʔ 212-1/Ø 213-1/Ø 214-1/Ø + 175-1/g 284-2/ă 4-20/ʔ
1374	left side	BanPaw	naɡăɁ	naɡăɁ	n a + g ă ʔ		4-87	4 7 9 1 7 1	AX_AXN	NA_KAH	1	1.N.C 1.A.V 1._._ 1.K.C 1.A.V 1.H.c	2.0 1.5 0.0 2.0 1.5 0.8	na+găʔ	0	1021 1022	- - n a - + g ă ʔ	1021 1022	c c + c c c	246-2/- 270-3/- 151-10/n 265-4/a 349-3/- + 175-1/g 284-2/ă 4-20/ʔ
1375	left side	ChaYeQing	nakaʔ	nakaʔ	n a + k a ʔ		4-87	4 7 9 1 7 1	AX_AXN	NA_KAH	2	2.N.C 2.A.V 2._._ 2.K.C 2.A.V 2.H.c	2.0 1.5 0.0 2.0 1.5 0.8	na+kaʔ	0	1021 1022	- - n a - + k a ʔ	1021 1022	c c + c c c	246-2/- 270-3/- 151-10/n 265-4/a 349-3/- + 175-1/g 284-2/ă 4-20/ʔ
1376	left side	GuangKa	ɁakaɁ	ɁakaɁ	ʔ a + k a ʔ	ruma1248	3-87	1 7 9 1 7 1	AX_AXN	HA_KAH	4	4.H.C 4.A.V 4._._ 4.K.C 4.A.V 4.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+kaʔ	0	1023 1022	ʔ a - - + k a ʔ	1023 1022	c c + c c c	4-20/ʔ 212-1/Ø 213-1/Ø 214-1/Ø + 175-1/g 284-2/ă 4-20/ʔ
1377	left side	MangBang	ɁakaɁ	ɁakaɁ	ʔ a + k a ʔ	ruma1248	3-87	1 7 9 1 7 1	AX_AXN	HA_KAH	7	7.H.C 7.A.V 7._._ 7.K.C 7.A.V 7.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+kaʔ	0	1023 1022	ʔ a - - + k a ʔ	1023 1022	c c + c c c	4-20/ʔ 212-1/Ø 213-1/Ø 214-1/Ø + 175-1/g 284-2/ă 4-20/ʔ
1378	left side	NanSang	ɁakaɁ	ɁakaɁ	ʔ a + k a ʔ	ruma1248	3-87	1 7 9 1 7 1	AX_AXN	HA_KAH	11	11.H.C 11.A.V 11._._ 11.K.C 11.A.V 11.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+kaʔ	0	1023 1022	ʔ a - - + k a ʔ	1023 1022	c c + c c c	4-20/ʔ 212-1/Ø 213-1/Ø 214-1/Ø + 175-1/g 284-2/ă 4-20/ʔ
624	liver	NamHsan	kәrɗɔːm	kәrɗɔːm	k ə r + ɗ ɔː m		1-40	1 7 5 9 1 7 4	AXN_AXN	KER_TUM	10	10.K.C 10.E.V 10.R.c 10._._ 10.T.C 10.U.V 10.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kər+ɗɔːm	0	1054 1055	k ə r + ɗ ɔː m	1054 1055	c c c + c c c	135-1/k 136-1/a 155-2/- + 137-1/d 138-1/o 1-22/m
625	liver	KhunHawt	kaɗoːm	kaɗoːm	k a + ɗ oː m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	6	6.K.C 6.A.V 6._._ 6.T.C 6.U.V 6.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɗoːm	0	1054 1055	k a - + ɗ oː m	1054 1055	c c + c c c	135-1/k 136-1/a 155-2/- + 137-1/d 138-1/o 1-22/m
626	liver	HtanHsan	kaɗoːm, ɗap	kaɗoːm	k a + ɗ oː m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	5	5.K.C 5.A.V 5._._ 5.T.C 5.U.V 5.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɗoːm	0	1054 1055	k a - + ɗ oː m	1054 1055	c c + c c c	135-1/k 136-1/a 155-2/- + 137-1/d 138-1/o 1-22/m
627	liver	PangKham	kaɗɔːm	kaɗɔːm	k a + ɗ ɔː m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	14	14.K.C 14.A.V 14._._ 14.T.C 14.U.V 14.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɗɔːm	0	1054 1055	k a - + ɗ ɔː m	1054 1055	c c + c c c	135-1/k 136-1/a 155-2/- + 137-1/d 138-1/o 1-22/m
628	liver	ManLoi	khaɗɔːm	khaɗɔːm	kʰ a + ɗ ɔː m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	8	8.K.C 8.A.V 8._._ 8.T.C 8.U.V 8.M.c	2.0 1.5 0.0 2.0 1.5 0.8	kʰa+ɗɔːm	0	1054 1055	kʰ a - + ɗ ɔː m	1054 1055	c c + c c c	135-1/k 136-1/a 155-2/- + 137-1/d 138-1/o 1-22/m
629	liver	MengDan	kəɗɔːm	kəɗɔːm	k ə + ɗ ɔː m	khan1274	1-40	1 7 9 1 7 4	AX_AXN	KE_TUM	9	9.K.C 9.E.V 9._._ 9.T.C 9.U.V 9.M.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+ɗɔːm	0	1054 1055	k ə - + ɗ ɔː m	1054 1055	c c + c c c	135-1/k 136-1/a 155-2/- + 137-1/d 138-1/o 1-22/m
630	liver	ChuDongGua	kaɗɔːm	kaɗɔːm	k a + ɗ ɔː m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	3	3.K.C 3.A.V 3._._ 3.T.C 3.U.V 3.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+ɗɔːm	0	1054 1055	k a - + ɗ ɔː m	1054 1055	c c + c c c	135-1/k 136-1/a 155-2/- + 137-1/d 138-1/o 1-22/m
631	liver	XiangZhaiTang	kadoːm	kadoːm	k a + d oː m	ruma1248	1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	16	16.K.C 16.A.V 16._._ 16.T.C 16.U.V 16.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+doːm	0	1054 1055	k a - + d oː m	1054 1055	c c + c c c	135-1/k 136-1/a 155-2/- + 137-1/d 138-1/o 1-22/m
632	liver	PongNuea	kadoːm	kadoːm	k a + d oː m		1-40	1 7 9 1 7 4	AX_AXN	KA_TUM	15	15.K.C 15.A.V 15._._ 15.T.C 15.U.V 15.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+doːm	0	1054 1055	k a - + d oː m	1054 1055	c c + c c c	135-1/k 136-1/a 155-2/- + 137-1/d 138-1/o 1-22/m
